Name,GUID,StatusOfReport
HRD-1X-ST1_Mud Loss Cummulative.xls,f5d7089a-6d43-4ea2-9ad5-7616f3fed21d,Final report
HRD-1X-ST Afternoon Geological Report _38_02-June-14.doc,4bb76816-f5e9-4c28-95ea-56481981291c,Final report
HRD-1X-ST_Daily Geological Report_39_03-June-14.docx,604ab3d2-cf4b-413e-bf0d-54c8943db187,Final report
HRD-1X-ST_Daily Geological Report_38_02-June-14.docx,84fc309e-30eb-46f2-ac64-63948fa10452,Final report
HRD-1X-ST_Daily Geological Report_40_04-June-14.docx,1d0b044c-1b24-4932-83ac-c7dca9d7acfd,Final report
HRD-1X-ST_Daily Geological Report_41_05-June-14.docx,873e8725-ba56-48fe-84a1-11a5e1e95c6f,Final report
HRD-1X-ST_Daily Geological Report_54_18-June-14.docx,62df97b2-0c9f-403c-9815-8a886b717a71,Final report
HRD-1X-ST_Daily Geological Report_70_04-Jul-14.docx,a37d105c-d6e4-4283-92dc-7cb337da6c9b,Final report
HRD-1X-ST_Daily Geological Report_69_03-Jul-14.docx,b65f0f9d-d48c-4881-bc7a-8e623fc3875c,Final report
HRD-1X-ST_Daily Geological Report_72_06-Jul-14.docx,3349e279-0e87-45fa-a83c-412e8ae3fd2e,Final report
HRD-1X-ST_Daily Geological Report_73_07-Jul-14.docx,20ae14ac-db78-4846-ad80-7f97b6c2b67a,Final report
HRD-1X_Daily Geological Report_07_02-May-14.docx,7f5dc05b-0372-4343-8220-999f607ed626,Final report
HRD-1X_Daily Geological Report_08_03-May-14.docx,e59c9d3a-167c-49e0-8a79-9bd2451f12be,Final report
HRD-1X_Daily Geological Report_09_04-May-14.docx,5c644b4d-b30b-4fed-9b37-ca78167a7840,Final report
HRD-1X_Daily Geological Report_16_11-May-14.docx,abd02491-a3df-49aa-becf-ee3a70f4faf4,Final report
HRD-1X_Daily Geological Report_26_21-May-14.docx,c3485c44-73d3-4327-8723-ef87203f02f4,Final report
HRD-1X_Daily Geological Report_27_22-May-14.docx,fbbeaa2e-5453-48ce-9c88-d164c3516784,Final report
HRD-1X_Daily Geological Report_29_24-May-14.docx,51b3dbad-7abc-4e9b-8219-46b786d44b37,Final report
HRD-1X_Daily Geological Report_28_23-May-14.docx,0fa91273-a2a8-47e2-86bc-b61f1771a007,Final report
HRD-1X_Daily Geological Report_31_26-May-14.docx,60b70dbd-7300-4a12-8a58-efb9a4402ded,Final report
HRD-1X_Daily Geological Report_30_25-May-14.docx,7baef96b-fa86-49e6-9e24-94422a0bed6a,Final report
HRD-1X_Daily Geological Report_33_28-May-14.docx,3c08b83d-0bba-4950-8b36-519d0a501fd0,Final report
HRD-1X_Daily Geological Report_32_27-May-14.docx,1952517d-cd67-4834-a013-233b31aa1c56,Final report
HRD-1X_Daily Geological Report_34_29-May-14.docx,f8a3bde9-1137-4b86-9fbc-0e5ac30e7ba3,Final report
HRD-1X_Daily Geological Report_35_30-May-14.docx,f8d2c872-d408-4930-a282-bce78d90ce10,Final report
HRD-1X_Daily Geological Report_36_31-May-14.docx,fe7ec5f1-a000-478d-b5ef-016fd61f16a5,Final report
HRD-1X_Daily Geological Report_37_01-June-14.docx,1317ed45-26a5-4bcb-9b8d-1916d0d4f6b1,Final report
HRD-1X_Mud Loss Cummulative.xls,90bfc43c-96b4-47d4-aa82-b0d9c5c2ff8b,Final report
106-10-HRD-1X-ST_GAS_ASCII_3728m-4038m.txt,8c59957a-58d8-42e0-b8f6-27990c633e71,Final report
ML_Afternoon 36 (HRD-1X) 24 May14.xls,1f2d7369-09cd-498d-9abc-4e62c3cc99ea,Final report
ML_Afternoon 37 (HRD-1X) 25 May14.xls,92ba01c2-c713-48bd-a4cd-e2b206abc612,Final report
A4_HRD-1X-ST_MASTERLOG_(2250m-2365m).pdf,d085de81-5586-4230-a491-3c539e26cc35,Final report
HRD-1X-ST CompositeLog_1.pdf,3bc6066b-bb03-47fe-95a9-7159aba8c3a2,Final report
HRD-1X  Composite Log scale MD500 from 620m to 2279m - 02 May 2014.PDF,bdd7323a-d134-45ab-9e95-e23eced41991,Final report
Table 1-Summary.doc,288abcb2-2598-4818-9686-c25df94dc541,Final report
HRD-1X  Composite Log scale MD500 from2550m to 3693.5m - 26May14.PDF,65fb32ec-2542-4837-b694-32de7b18581c,Final report
Table 10-C15+ ARO.xls,5b9fd912-b4cb-4e3b-ad1c-078e22be7beb,Final report
Table 12-H&S-Identify.doc,d9779807-401e-4ffd-9258-4c05e6a39a25,Final report
Table 11-Bio SA.xls,0222ac1d-6310-471d-85cf-6a2279d2e3b4,Final report
HRD-1X-ST_TD_full.pdf,6e2d45f5-fcdf-44c5-b2c5-1dbcb16df89c,Final report
Table 14-Carbon Isotope data -oil.XLS,f7ae96a9-4645-4b7e-9fa5-b27e8d200e19,Final report
Table 13-Bio ARO.xls,643921e2-5b44-4fa7-a524-573eb2fc1b31,Final report
Table 16-Isotopic composition-gas.XLS,c12e216b-4024-49a0-a02d-87975d7b110a,Final report
Table 2-Lithology.doc,0c3992a5-df28-42a8-8a14-cbeab81655f0,Final report
Table 3-Pyrolysis.xls,150aa55d-b5e9-4317-b9c7-6cabdf05151d,Final report
Table 18-Waters.xlsx,4167a04b-f3a2-407c-9080-7ed35a40935c,Final report
Table 4-Vitrinite.xls,78195ab4-2bf5-4c61-a572-e6e9648467a0,Final report
Table 5-Bulk properties.xls,be53f95f-77d8-4cb1-8e6f-3d9cfb6f261b,Final report
Table 6-LC.XLS,89e81014-b6d5-4db7-b83b-109d9e4a60fd,Final report
Table 7-Gasoline.xls,7d494c18-9609-4195-8567-dcf0c979d7aa,Final report
Table 8-Whole Oil.xls,1a98a5ac-80a3-4a03-aabf-6c0984482c7c,Final report
Table 9-C15+ SA.xls,1898f327-e5ce-407c-80c7-1cfdc40218dc,Final report
DGR_46_Ham Rong - 2X_15012010.pdf,9fdea50d-56c2-4423-8c1d-8f6bf8ce6cd3,
DGR_47_Ham Rong - 2X_16012010.pdf,f19dcca0-57d5-4a97-a307-d758b25196ad,
DGR_48_Ham Rong - 2X_17012010.pdf,358c54df-56dd-48a7-95ee-b19a91fcc252,
DGR_49_Ham Rong - 2X_18012010.pdf,050144af-94fd-45a3-9694-7c1067545888,
DGR_50_Ham Rong - 2X_19012010.pdf,ea43af61-28b6-45e9-9be6-43fedcfd472b,
DGR_53_Ham Rong - 2X_22012010.pdf,d3463341-ca65-492f-8ac8-4e4078e67a60,
DGR_52_Ham Rong - 2X_21012010.pdf,694534cd-919e-4d0b-a756-eb4aa7c61c57,
DGR_54_Ham Rong - 2X_23012010.pdf,98c145e5-53be-4256-9acc-7735f9ec2886,
DGR_55_Ham Rong - 2X_24012010.pdf,fcea1cd3-5799-4310-a5a9-37596210c48d,
DGR_56_Ham Rong - 2X_25012010.pdf,bc442abe-ca84-477d-8503-c36988450566,
DGR_57_Ham Rong - 2X_26012010.pdf,d1c10184-f4dd-41f1-9c10-fad26066bc0f,
DGR_62_Ham Rong - 2X_31012010.pdf,df33a683-cd13-48de-ba76-9505eeaaf37a,
DGR_58_Ham Rong - 2X_27012010.pdf,8aec4e0e-c447-462a-a2eb-52372d1df638,
CPR_47_Ham Rong - 2X_15012010.pdf,7468885d-06a2-464e-8af7-709b2bbc118f,
CPR_49_Ham Rong - 2X_17012010.pdf,f6a00b17-9a3b-4366-a751-b2cd5b4135bb,
CPR_59_Ham Rong - 2X_27012010.pdf,8e47de45-879e-48d6-80b1-9e0914cb7e89,
CPR_63_Ham Rong - 2X_31012010.pdf,8f2c847c-c04c-43aa-bbb2-ae4410b61b8c,
CPR_7_Ham Rong - 2X_04122009.pdf,1dda4f9e-9ee0-4e15-b764-e73efe0809ad,
106-YenTu-2X_RCA report.pdf,79e42ffd-a506-4d83-b45f-88f13d3c46cf,Final report
106-YT-2X Biostratigraphy.pdf,738849c1-a8e4-4183-8313-96e38b3362d3,Final report
106-YenTu-2X_RCA report.pdf,9477a537-4c2c-4138-8c7f-f0099212973d,Final report
106-YT-1X-Petrography .pdf,13a1b93b-8337-4cff-8db2-23382ec20e9d,Final report Approved
106-YT-2X-Petrography 2009.pdf,67e38a74-2a79-4c99-b2e1-d3f475998b48,Final report
TB 595_Reservoir fluid history 102-TB-1X.pdf,a36407ee-0b25-4242-8322-004944555090,Final report Approved
106-HR-1X Petrography Report.pdf,31e778ae-677f-43a8-a306-9873f5c29906,Final report Approved
106-HR-1XST4 Reservoir fluid history.pdf,5e15f7f4-1250-40db-878f-abf2290f1a19,Final report
106-HR-2X Routine core analysis.pdf,7d9aefe8-a3d7-48c9-ba13-686eb6c5c74c,Final report
106-HR-2X Reservoir fluid study.pdf,ce31b92b-5326-449a-b208-c372ad9be758,Final report
"Report-HR-2X,SEP,PVT.10.04.02.xls",eaa2bb2c-b556-4ef4-9dd0-20f4e999cbae,Final report
Biostratigraphy-Petrography analysisis_Block 103_10_9_18.docx,d177d301-efc3-4b01-971f-b6e144d98230,Final report
103-HAL-1X Well Proposal.pdf,700d8105-21a7-4340-9e31-70bcaa6b1191,Final report
103-HAL-1X Composite log.pdf,069075bc-1471-4f5a-b751-e9546e7da33f,Final report
103-HAL-1X Geological Final Well Report.pdf,d7f5c778-b717-4e69-9f54-a802baf53f49,Final report
103-HAL-1X_Gas Composition.pdf,e0654b98-b1e1-4273-854b-9af1e8a334ba,Final report
103-HAL-1X_PVT REPORT.pdf,05935249-737e-45ec-808a-697f525f8e12,Final report
103-HAL-1X_ FWR logging.pdf,bd316b95-dfef-482f-a2b4-f17ad9c01a73,Final report
103-HAL-1X Well Test Report DST_1_2.pdf,d1aa20bc-aa1d-414f-b2b5-cfa0e8165f0d,Final report
103-HAL-1X_VSP_Processing_Final_Report.pdf,cbe04ff1-4d93-4757-ab77-d32b633361f7,Final report
103-HAL-1X_S2R4_VSP (PVEP_BD_2009).pdf,b7778d14-d0cb-4947-a0d3-624f07865093,Final report
103-HAL-1X_Well Test Program.pdf,02ef35b4-baea-48fd-85f6-052924fa013c,Final report
103-HAL-Geochemical Report.pdf,4c5c8564-ad8c-4bf3-9732-28f60bd7c8b9,Final report
103-HAL-1X_well_comletion_report_final_Binhd.doc,5c3ac735-25a9-4bae-9a51-b1fb56344b3c,Interim report
103-DL-1X Drilling_Program.pdf,6da1ca71-6388-409c-89c2-b8dfce002e79,Final report Approved
103-HAL_Geochemical evoluation....pdf,409cbb8a-924d-4c86-8848-2f87013e02fc,Final report
103-DL-1X DST_1 Well Test Report-Final.pdf,84d34d64-2993-4837-a125-951bc3a42f9a,Final report
103-DL-1X SWC_description_8[1].5_.doc,b60a6241-5ce8-4718-b420-d15a6ca16b70,Interim report
103-DL-1X_Composite Log.pdf,4dfe1e60-96a1-4e0b-a72c-5a6d7d627be9,Final report
103-DL-1X_Dia Long Prospect  Montage_enclosure 2.pdf,fe4a4950-fb22-4432-b7d5-014e5f47b21b,Final report
103-DL-1X DST_2 Well Test Report-Final.pdf,a0ab6378-e49c-4937-9058-61ef4ff7e601,Final report
103-DL-1X_Drill site investigation survey Final report.pdf,cf62284f-775c-42a9-a457-b2396e6a7749,Final report
103-DL-1X_Geochemical Report.pdf,4ea5cc02-1cee-44cc-9cc7-0d7ce926d662,Final report
103-DL-1X_RCA Result .xls,326ab225-cb4e-4dc3-9246-dd8b4fdc8cde,Interim report
103-HOL-1X_Biostratigraphy report.pdf,534e9196-96fc-4a89-950e-120bf3aee108,Final report Approved
103-HOL-1X_WCR_Perforation and Testing.pdf,64b5c9e7-fa23-41f2-86ca-a3a0e5025cd0,Final report Approved
103-DL-1X_Petrography report.pdf,c4bbc8c4-101f-4572-8de1-7979f6518131,Final report
103-HOL-1X_Well Completion Report.pdf,311c4f03-6fbe-4303-88dc-1a11914161ea,Final report Approved
103T-G-1XS_Drilling Final well report.pdf,7f7c6767-7d71-40de-bdc7-7c0d9fe2f0f0,Final report
103T-G-1X_Bio_Palyno_11PDF008-1054.pdf,465dd2a9-b4a0-4134-989c-d66d634c8ee7,Final report
103T-G-1X_Final report_Full scan.pdf,08cbe166-ef4e-4be8-a11c-f923b856fcc8,Final report Approved
103-DL-1X_Petrography.ppt,0d245e4b-260d-42c5-b560-e07c1c67fc21,Interim report
103-T-H-1X_Cutting Description.pdf,bd307347-6278-4300-b7c0-b08840be9d6b,Final report Approved
103T-H-1X composite log.pdf,8a222487-b886-4401-a605-41ce6d6186b5,Final report Approved
103T-H-1X Master log.pdf,bb736d37-2d06-460f-9798-fbe84e767e9b,Final report Approved
103T-H-1X_Conventional core analysis.pdf,b4a887c7-4c25-4476-9776-4952552d2b70,Final report Approved
103T-H-1X_Geochem and DST.pdf,ae0ae0eb-9fcb-4f42-9c7f-2f71b51e734b,Final report Approved
103T-H-1X_BioStrati-VPI__12PDF008-0517.pdf,edd9a99a-db47-4a52-864b-abc9b1fa3e09,Final report Approved
103T-H-1X_Final report_TOTAL 1990.pdf,22d60abf-bb05-4db8-9a21-944d940dbe39,Final report Approved
103T-H-1X_Memorandum Geochem.pdf,05dc58e6-9f28-41a1-9acc-69d761e38ad9,Final report Approved
103T-H-1X_Sedimentology and petrography of core 1.pdf,5cc67694-18ca-4330-ae23-060eb65f533b,Final report Approved
103T-H-1X_Log Interpretation1990.pdf,92a56e1e-8c95-4530-903b-c7280853e853,Final report Approved
107- BAL-1X_SWC-description of run 29AUG.pdf,55cc514a-e88d-4c82-96b7-de18a8f58588,Final report
107-BAL-1X wirelinelog.pdf,6de4f187-0378-4eb3-ab4e-6feb6b471498,Final report
107-BAL-1X_DST.txt,771a8c08-8e42-4d99-8d0b-51f3825cc245,Final report
107-BAL-1X_Final coordinates.pdf,e79e9445-5f56-4b11-a6ec-b9b019183c9c,Final report
103T-H-1X_Well Testing Report.pdf,d60e7886-c2d9-424f-ba77-74e07cb8be41,Final report Approved
107-KL-1X Final Geological Well Report.pdf,3999b12c-b479-42ec-ab7e-15dee75269e7,Final report
107-BAL-1X_Well Completion Report.pdf,ba4b7075-69ba-4b45-b2a3-8bbc6a161fe8,Final report
107-PL-1X DRILLING PROGRAM - Final_2.pdf,5d8cde85-a52a-465c-809f-99057aec099d,Final report Approved
107-PL-1X Well Completion Report.pdf,44cf1f69-739c-427a-b9bc-702d12589cac,Final report
107-PL-1X_Checkshot.txt,6361ef83-1679-4c6d-9b1b-3badde003418,Final report
107-PL-1X_FWR-Petronas 2013.pdf,2cb8d776-8095-4546-9be5-f36a700d8294,Final report Approved
2009_Block 103-107 REPORT OF SeismicAttributeStudy_June09.pdf,3b622e5b-f6ee-4f1c-bfe5-d3da7f4f0357,Final report
2009_Block 103-107 SeismicAttributeStudy pp.pdf,99b99ddc-4162-4012-81f9-1293e2749d58,Final report
103T-H-1X_Sediment_Petro_Strati._Geochem.pdf,aaf30751-82ba-4c09-be07-ba6a193ed440,Final report Approved
2010_Block 103&107_Minh giai tuong_ VienCongNgheKhoan.pdf,1faf1b65-f2ed-44b5-a99b-083d0ee9c1e4,Final report
2010_Block 103 & 107_BachDang - AVO Study Report - Final.pdf,cb9ad7e7-96ce-453f-96cf-cba62a98dec2,Final report
2013_ Block 103&107 Evaluation report PVEP POC.pdf,520eca17-1911-45ab-bdd0-72eef5bf2580,Final report
2016_ Block 103&107 Evaluation report .pdf,2d637a37-4a8e-4e80-8a4c-f47a14c5e77c,Final report
2011_Block 103-107  evaluation report PVEP.pdf,61a3e3af-4d26-47bb-8adc-5bf55148674a,Final report
107T-PA-1X_Drilling TOTAL_.pdf,08443bdc-6a7c-40b1-ac47-91f3777eea8b,Final report Approved
107T-PA-1X.pdf,fdef3ad0-6c02-4ec1-8fd9-236fce8f940b,Final report
"107T-PA-1X_Sedimentological, petrographic, stratigraphic and geochemical study of exploration well.pdf",a5010bc4-df59-4df0-8bce-5c6fdc053eef,Final report Approved
FMI_figures_HAL-1X_Provisional.pdf,10dd0403-ee70-48cc-9175-c5d742fec5e7,Final report
FMI_report_HAL-1X_Provisional.pdf,fbb1e3c1-5700-40b8-bdaa-9fc8890f4c40,Final report
107T-PA_1X_ Final well report.pdf,6a8e2f61-49b9-4446-8cf9-dae742303961,Final report Approved
PVEP_BD_HAL_1X_Cover.pdf,2771b1d2-9604-4f5e-92d6-6dde137361f7,
107T-PA-1X_Geoservices final well report.pdf,05206c70-f3b0-4f28-9ea7-5f0637189efe,Final report Approved
103-HAL-1X_High resolution biostratigraphy report.pdf,3f102fd7-7578-4d05-bda0-776bd75b13c2,Final report
HAL_1X_Poster_Provisional.pdf,60ebcbab-af10-45e3-8b58-5ab0609cbcdd,
Chat-103-HAL-1X.xls,8b7da404-01cf-4f7a-8825-59561f6153b2,Final report
MDT Worksheet_103-HAL-1X.xls,c514164d-05bd-48bd-abcb-4b056b190dc2,Final report
High Resolution Biostratigraphy on 103-HAL-1X.ppt,3a84b44d-9c9d-4d2d-9d0b-15687b01f028,Final report
103-DL-1X Chart Bio.pdf,45e125b2-5f11-4e3f-a5ea-3550d17b884d,Final report
PVEP-BD_HAL1X_S2_MDT_Record.xls,d25cdccb-f4ce-4c85-bcb3-ccbd31dbae38,Final report
103-DL-1X to 103-HAL-1X Chart correlation.pdf,60658b31-af06-4553-8862-f6248960aecc,Final report
PVEP-BD_103HAL1X_S2_MDT.PDF,0735025b-e1b4-4d38-a708-44682d446a9e,Final report
103-DL-1X_High resolution Biostratigraphy.pdf,d092e133-7183-4306-a99c-c5efb36a9526,Final report
MudLog_103_-_HAL_-_1X_2225_-_2550mMD_1500hrs_AM__02-Mar-2009.pdf,430185e6-80d1-4d16-bdf9-7a9132750bac,Final report
MudLog_103_-_HAL_-_1X_1500_-_2233mMD.pdf,52e5295a-c6eb-44fd-9896-34d114a2b1e8,Final report
MudLog_103_-_HAL_-_1X_2300_-_2675mMD_0600hrs_AM__03-Mar-2009[2].pdf,fb2b3dbb-a241-43de-b6cb-6fcccea4c187,Final report
MudLog_103_-_HAL_-_1X_2400_-_2875mMD.pdf,ccd112c7-1430-4610-bc10-776e73818e5f,Final report
MudLog_103_-_HAL_-_1X_2400_-_2875mMD_0600hrs_AM__04-Mar-2009.pdf,db841ee8-ca3e-47db-a48e-e016e000d43b,Final report
MudLog_103_-_HAL_-_1X_2700_-_3040mMD_0600hrs_AM__06-Mar-2009.pdf,fe8965c7-ff73-4862-a673-bb99eb475627,Final report
MudLog_103_-_HAL_-_1X_2500_-_2938mMD_0600hrs_AM__05-Mar-2009.pdf,773378fd-1cb2-4629-bd31-9d8a974386b3,Final report
MudLog_103_-_HAL_-_1X_3050_-_3180mMD_1500hrs__07-Mar-2009.pdf,a5b40711-16e6-4203-8113-c70b3675a5d5,Final report
MudLog_103_-_HAL_-_1X_3050_-_3255mMD_0600hrs__08-Mar-2009.pdf,9f4ecaaa-5d4f-4f1c-8b5b-a479f2740a02,Final report
MudLog_103_-_HAL_-_1X_3100_-_3310mMD_0600hrs__09-Mar-2009.pdf,523655f6-b9a9-4c3f-abd9-408344b9937a,Final report
MudLog_103_-_HAL_-_1X_3100_-_3315mMD_0600hrs__10-Mar-2009.pdf,d4dfe358-ce45-4eae-9efd-e63225676d5b,Final report
MudLog_103_-_HAL_-_1X_3300_-_3365mMD_0600hrs__18-Mar-2009.pdf,62fec9f1-7883-4d57-ba5b-d2494f424cc2,Final report
MudLog_103_1500_-_2116mMD.pdf,adf0568e-9966-417f-b408-5e54c03f1ceb,Final report
MudLog_103_1610mMD.pdf,0e53ad52-5717-4667-b8ef-2f32b8ea9180,Final report
MudLog_103_HAL-1X_1100mMD.pdf,12d4505c-1d2b-4ea1-828d-451dc5af4032,Final report
BIA BAO CAO.doc,fad4ce6d-dc49-44a8-b390-f98238a541fe,Final report
103_HAL_1X_1.doc,16fe10d6-7e45-40d8-8cde-54148cbeefac,Final report
Final report 103_HAL_1X.doc,4a69a9f9-4370-4df5-865a-0ad18afcfe08,Final report
BACH DANG-1.ppt,f6d5f578-88bc-414f-9fbe-6e20099754e8,
SEM_Well 103-HAL-1X.doc,41044f30-9ba9-4e59-9ac7-2a4ec67e7582,Final report
Call_for_cease_fishing_operation.pdf,5c07fd58-bcc0-4cf3-8203-ad09125d298d,
Call_for_cease_fishing_operation[1].pdf,9655bc54-1fcd-450a-9ba0-94e9b1874315,
Daily_cost_report_53_20[1].11.09.pdf,8e3f611c-4c63-4c77-88b1-037bde21a8b4,
Daily_cost_report_54_21[1].11.09.pdf,62828650-4fc7-4dec-b42e-4f7a20c3a544,
Daily_cost_report_56_23[1].11.09.pdf,15ed1afd-f734-40cd-9e26-d7cae10eff0f,
Daily_cost_report_57_24[1].11.09.pdf,0e76f257-0608-4b57-b857-f01468ad8181,
Daily_cost_report_58_25[1].11.09.pdf,362e4c96-b834-4e31-9957-0d4e7a7ae650,
Daily_cost_report_59_26[1].11.09.pdf,e3d6358c-badf-40fa-8d2d-d065e6be9db4,
Daily_cost_report_60_27[1].11.09.pdf,5c8bc790-3312-4522-b3b6-eaf348577e7f,
Daily_cost_report_62_29[1].11.09.pdf,cb92f06c-d5ca-476a-b2d5-838dbdc68da5,Final report
Daily_Cost_Report_63_30[1].11.09.pdf,24d1e091-d45e-49c0-b63f-b4f645af40e3,Final report
Daily_Cost_Report_64_1[1].12.09.pdf,de190188-dc2f-430a-b4dc-815f91513f50,Final report
Daily_cost_report_65_02[1].12.09.pdf,8ac7ec40-c8b9-4f64-ae6f-03dcf9dda753,Final report
DDR_53_20_11_2009[1].pdf,7a03693c-1ec4-409b-92fc-e8f759bd1254,Final report
DDR_54_21_11_2009[1].pdf,6e546d61-e708-49f2-b4cc-4d40e1d10f3b,Final report
DDR_55_22_11_2009[1].pdf,b5771977-79e9-491e-a819-c05d3a43cb93,Final report
DDR_57_24_11_2009[1].pdf,68222424-87fa-4da7-a1ed-5f683e1a2060,Final report
DDR_56_23_11_2009[2].pdf,e8323d05-ad26-435d-8024-fa9bf734d429,Final report
DDR_58_25_11_2009[1].pdf,a0f1d005-a07f-413d-9acd-8d3eea91c6c7,Final report
DDR_59_26_11_2009[1].pdf,9aa31444-a3de-4a61-9ad3-07d6e8aa275b,Final report
DDR_60_27_11_2009[1].pdf,bde7fbe9-8272-4ffe-b192-73347f20d5df,Final report
DDR_61_28_11_2009[1].pdf,1406d785-365a-48d7-bd17-8eb85f4f23d1,Final report
DDR_62_29_11_2009[1].pdf,8a3360a4-fef4-42e1-b3bd-3157c5a3b82d,Final report
DDR_63_30_11_2009[1].pdf,1fe33f19-1bb6-4895-8b75-1530e4f44c01,Final report
DDR_65_02_12_2009[1].pdf,ec04ecf0-0730-4c4a-9f09-ba33485aa14f,Final report
DDR_64_01_12_2009[1].pdf,7b3c67d3-c3ab-4fbb-961b-47f287f6f2e2,Final report
DL-1X_FMI_report_April-2010_Cover.pdf,a6915b24-ac8a-4f63-ac76-a90dd3da113f,Final report
Operation update 23_Nov_09.pdf,6167112e-1530-4189-8f6a-80a901223c06,Final report
DL-1X_FMI_report_April-2010_Phuong_Final.pdf,3e43e0ba-2c86-42f8-a61d-c048073d7b14,Final report
103-DL-1X Geological Final Well Report.pdf,ee78858c-e532-444e-8471-9b8c6ea5c1d5,Final report
Appendix 1_ DST1_Surface data report.xls,8cf17096-dce3-4d59-9e5a-402d1e0276c3,Final report
Appendix 2_ DST2_Surface data report.xls,184d641c-2d50-4004-8b68-3eb53a458c99,Final report
Appendix 3_ List of fluid and gas samples.xls,57a94c32-18d0-4bed-bb0b-bc90ec65f835,Final report
PVEP_BD_DL1X_FMI-Figures.pdf,0cfbd40d-c8ad-449b-b0d2-53a1a61acddd,Final report
Enclosure 1_Composite Log_103-DL-1X.PDF,2d3caf30-6ee3-4f17-85f0-6ff7daeddc75,Final report
"BAL-1X_ 10Aug,06-28.doc",760dd9e3-db86-4e3b-b658-30141100fc89,Final report
"BAL-1X_ 11Aug,06-29.doc",e2da7e28-f501-48df-a38f-dd1c4ca9fa50,Final report
"BAL-1X_ 12Aug,06-30.doc",caeab67f-5fed-46f3-ab76-68a919c94802,Final report
"BAL-1X_ 14Aug,06-32.doc",caaa66ac-152a-4dfb-aad5-cc5de794c0c5,Final report
"BAL-1X_ 13Aug,06-31.doc",4211094e-e1fc-4ec3-b85c-614a07010ea6,Final report
"BAL-1X_ 15Aug,06-33.doc",f9290e8f-c426-4828-95d3-f08ca27e1ff1,Final report
"BAL-1X_ 16Aug,06-34.doc",225a5ef8-8094-4024-bec3-bedbbfb0814a,Final report
"BAL-1X_ 17Aug,06-35.doc",69a966ad-42da-4232-a9ab-0d1b36fef932,Final report
"BAL-1X_ 19Aug,06-37.doc",b1760c03-230f-4f92-946e-e7cccd7c4d66,Final report
"BAL-1X_ 18Aug,06-36.doc",02c9f2b1-48e4-45e2-a982-d5b8c00ee911,Final report
"BAL-1X_ 20Aug,06-38.doc",ae391149-4b54-42dd-8a1c-ba9b3fdd39a6,Final report
"BAL-1X_ 20Jul,06-07.doc",042528a5-64c7-4801-8f79-20cf18bca00c,Final report
"BAL-1X_ 21Aug,06-39.doc",4feddd1c-4466-4fb2-a94e-803ce126479d,Final report
"BAL-1X_ 21Jul,06-08.doc",175e9a68-8f35-4aff-98b0-e2fc04432a7a,Final report
"BAL-1X_ 22Aug,06-40.doc",4b0f0416-488c-4f79-ac10-e8e1b4ee8ba3,Final report
"BAL-1X_ 23Aug,06-41.doc",39931590-0c5a-442f-b94a-cf2f08d66bd5,Final report
"BAL-1X_ 22Jul,06-09.doc",887131ce-eaba-4771-bec4-13de621a96dd,Final report
"BAL-1X_ 24Aug,06-42.doc",069a345b-b63c-4ce9-9233-f343e27f2ddf,Final report
"BAL-1X_ 23Jul,06-10.doc",0a202c12-1f1f-4a04-b753-117de2a77c0d,Final report
"BAL-1X_ 24Jul,06-11.doc",bc30c8d9-22fb-4c58-9ba7-d581ab963ed5,Final report
"BAL-1X_ 25Aug,06-43.doc",783d179e-74e6-4999-9d66-a7f8ab6b3af0,Final report
"BAL-1X_ 26Aug,06-44.doc",4ef55521-94b8-4940-bba6-fddabe114a43,Final report
"BAL-1X_ 25Jul,06-12.doc",3218ab49-162c-450e-abe0-80dba7d780f4,Final report
"BAL-1X_ 26Jul,06-13.doc",6139cc4c-67d0-4509-8041-afdc5c180d2b,Final report
"BAL-1X_ 27Aug,06-45.doc",73a3c931-b972-4ba5-af7d-1ea9a9346017,Final report
"BAL-1X_ 27Jul,06-14.doc",46193b34-1dca-4b3e-be2b-daf9bd7a5466,Final report
"BAL-1X_ 28Aug,06-46.doc",d8da104f-5457-4fdb-a6c1-6221c7c9f55e,Final report
"BAL-1X_ 28Jul,06-15.doc",72b2163b-2e8d-47ea-8944-381225af949b,Final report
"BAL-1X_ 29Aug,06-47.doc",8adbe228-9d44-47aa-ad8c-e37f47b97f0c,Final report
"BAL-1X_ 2Aug,06-20.doc",5a4cd02a-b18d-402a-8f5f-4e7c55244c85,Final report
"BAL-1X_ 29Jul,06-16.doc",5cf96abb-317c-4f34-83be-294fb1dc7e75,Final report
"BAL-1X_ 30Aug,06-48.doc",4605ac54-96f1-4642-b35c-d8bf315b9720,Final report
"BAL-1X_ 30Jul,06-17.doc",4f787f40-034c-4243-a3b5-9807bb6c31b9,Final report
"BAL-1X_ 31Jul,06-18.doc",c97bb812-e453-4b4b-aa37-ccf15db26bb0,Final report
"BAL-1X_ 31Aug,06-49.doc",dcc212f7-3898-4d2b-b0cb-689f868f5400,Final report
"BAL-1X_ 3Aug,06-21.doc",a366333d-3498-4e5b-973d-a418bdc0c21c,Final report
"BAL-1X_ 5Aug,06-23.doc",d8271485-50f9-4d9f-8253-6d67c25dc31b,Final report
"BAL-1X_ 4Aug,06-22.doc",a0c0a846-ca18-4587-af17-780556423189,Final report
"BAL-1X_ 7Aug,06-25.doc",43be4ffe-ab7c-4040-8842-3675bba80782,Final report
